target,source,dataset,model,method,seed,ap,precision_at_5,recall_at_5
self_top5,random,ccdefault,hgb,lime,3,0.18370015948963317,0.0,0.0
self_top5,permuted,ccdefault,hgb,lime,3,0.30929824561403507,0.2,0.2
self_top5,constant,ccdefault,hgb,lime,3,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,hgb,lime,3,1.0,1.0,1.0
loso_top5,real,ccdefault,hgb,lime,3,1.0,1.0,1.0
loso_top5,random,ccdefault,hgb,lime,3,0.18370015948963317,0.0,0.0
loso_top5,permuted,ccdefault,hgb,lime,3,0.30929824561403507,0.2,0.2
loso_top5,constant,ccdefault,hgb,lime,3,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,hgb,lime,3,1.0,1.0,1.0
positional,real,ccdefault,hgb,lime,4,0.2898418972332016,0.2,0.2
positional,random,ccdefault,hgb,lime,4,0.3542264752791069,0.4,0.4
positional,permuted,ccdefault,hgb,lime,4,0.3110317460317461,0.2,0.2
positional,constant,ccdefault,hgb,lime,4,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,hgb,lime,4,1.0,1.0,1.0
random,real,ccdefault,hgb,lime,4,0.40174603174603174,0.2,0.2
random,random,ccdefault,hgb,lime,4,0.47722222222222227,0.4,0.4
random,permuted,ccdefault,hgb,lime,4,0.5444444444444445,0.4,0.4
random,constant,ccdefault,hgb,lime,4,0.21739130434782608,0.2,0.2
random,oracle,ccdefault,hgb,lime,4,1.0,1.0,1.0
self_top5,real,ccdefault,hgb,lime,4,1.0,1.0,1.0
self_top5,random,ccdefault,hgb,lime,4,0.3704761904761905,0.4,0.4
self_top5,permuted,ccdefault,hgb,lime,4,0.35368239603533724,0.2,0.2
self_top5,constant,ccdefault,hgb,lime,4,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,hgb,lime,4,1.0,1.0,1.0
loso_top5,real,ccdefault,hgb,lime,4,1.0,1.0,1.0
loso_top5,random,ccdefault,hgb,lime,4,0.3704761904761905,0.4,0.4
loso_top5,permuted,ccdefault,hgb,lime,4,0.35368239603533724,0.2,0.2
loso_top5,constant,ccdefault,hgb,lime,4,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,hgb,lime,4,1.0,1.0,1.0
positional,real,ccdefault,mlp,ig,0,0.5885281385281385,0.6,0.6
positional,random,ccdefault,mlp,ig,0,0.2896969696969697,0.2,0.2
positional,permuted,ccdefault,mlp,ig,0,0.20935127674258108,0.2,0.2
positional,constant,ccdefault,mlp,ig,0,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,ig,0,1.0,1.0,1.0
random,real,ccdefault,mlp,ig,0,0.48939393939393944,0.4,0.4
random,random,ccdefault,mlp,ig,0,0.19104150751209575,0.0,0.0
random,permuted,ccdefault,mlp,ig,0,0.2606909430438842,0.2,0.2
random,constant,ccdefault,mlp,ig,0,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,ig,0,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,ig,0,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,ig,0,0.20080808080808082,0.0,0.0
self_top5,permuted,ccdefault,mlp,ig,0,0.32324016563146996,0.4,0.4
self_top5,constant,ccdefault,mlp,ig,0,0.21739130434782608,0.6,0.6
self_top5,oracle,ccdefault,mlp,ig,0,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,ig,0,0.9428571428571428,0.8,0.8
loso_top5,random,ccdefault,mlp,ig,0,0.3112121212121212,0.2,0.2
loso_top5,permuted,ccdefault,mlp,ig,0,0.31490683229813665,0.4,0.4
loso_top5,constant,ccdefault,mlp,ig,0,0.21739130434782608,0.8,0.8
loso_top5,oracle,ccdefault,mlp,ig,0,1.0,1.0,1.0
positional,real,ccdefault,mlp,ig,1,0.5214285714285714,0.6,0.6
positional,random,ccdefault,mlp,ig,1,0.26976190476190476,0.2,0.2
positional,permuted,ccdefault,mlp,ig,1,0.18791316526610644,0.2,0.2
positional,constant,ccdefault,mlp,ig,1,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,ig,1,1.0,1.0,1.0
random,real,ccdefault,mlp,ig,1,0.4397744360902256,0.4,0.4
random,random,ccdefault,mlp,ig,1,0.2343873517786561,0.2,0.2
random,permuted,ccdefault,mlp,ig,1,0.19981684981684983,0.0,0.0
random,constant,ccdefault,mlp,ig,1,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,ig,1,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,ig,1,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,ig,1,0.17650856389986827,0.0,0.0
self_top5,permuted,ccdefault,mlp,ig,1,0.24035552682611505,0.2,0.2
self_top5,constant,ccdefault,mlp,ig,1,0.21739130434782608,0.6,0.6
self_top5,oracle,ccdefault,mlp,ig,1,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,ig,1,0.8833333333333333,0.8,0.8
loso_top5,random,ccdefault,mlp,ig,1,0.22073593073593073,0.0,0.0
loso_top5,permuted,ccdefault,mlp,ig,1,0.22005602240896358,0.2,0.2
loso_top5,constant,ccdefault,mlp,ig,1,0.21739130434782608,0.8,0.8
loso_top5,oracle,ccdefault,mlp,ig,1,1.0,1.0,1.0
positional,real,ccdefault,mlp,ig,2,0.6277777777777778,0.6,0.6
positional,random,ccdefault,mlp,ig,2,0.512063492063492,0.6,0.6
positional,permuted,ccdefault,mlp,ig,2,0.75,0.6,0.6
positional,constant,ccdefault,mlp,ig,2,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,ig,2,1.0,1.0,1.0
random,real,ccdefault,mlp,ig,2,0.48701298701298706,0.4,0.4
random,random,ccdefault,mlp,ig,2,0.2568332596196373,0.2,0.2
random,permuted,ccdefault,mlp,ig,2,0.456045751633987,0.4,0.4
random,constant,ccdefault,mlp,ig,2,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,ig,2,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,ig,2,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,ig,2,0.3445021645021645,0.4,0.4
self_top5,permuted,ccdefault,mlp,ig,2,0.7103174603174602,0.6,0.6
self_top5,constant,ccdefault,mlp,ig,2,0.21739130434782608,0.6,0.6
self_top5,oracle,ccdefault,mlp,ig,2,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,ig,2,0.9666666666666666,0.8,0.8
loso_top5,random,ccdefault,mlp,ig,2,0.4046031746031746,0.4,0.4
loso_top5,permuted,ccdefault,mlp,ig,2,0.7388888888888889,0.6,0.6
loso_top5,constant,ccdefault,mlp,ig,2,0.21739130434782608,0.8,0.8
loso_top5,oracle,ccdefault,mlp,ig,2,1.0,1.0,1.0
positional,real,ccdefault,mlp,ig,3,0.6861904761904761,0.8,0.8
positional,random,ccdefault,mlp,ig,3,0.3142857142857143,0.4,0.4
positional,permuted,ccdefault,mlp,ig,3,0.1575968907776688,0.0,0.0
positional,constant,ccdefault,mlp,ig,3,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,ig,3,1.0,1.0,1.0
random,real,ccdefault,mlp,ig,3,0.6033333333333333,0.6,0.6
random,random,ccdefault,mlp,ig,3,0.22444444444444445,0.2,0.2
random,permuted,ccdefault,mlp,ig,3,0.452531328320802,0.4,0.4
random,constant,ccdefault,mlp,ig,3,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,ig,3,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,ig,3,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,ig,3,0.24428571428571427,0.2,0.2
self_top5,permuted,ccdefault,mlp,ig,3,0.16364243943191312,0.0,0.0
self_top5,constant,ccdefault,mlp,ig,3,0.21739130434782608,0.8,0.8
self_top5,oracle,ccdefault,mlp,ig,3,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,ig,3,0.9028571428571428,0.8,0.8
loso_top5,random,ccdefault,mlp,ig,3,0.30428571428571427,0.4,0.4
loso_top5,permuted,ccdefault,mlp,ig,3,0.15601794340924777,0.0,0.0
loso_top5,constant,ccdefault,mlp,ig,3,0.21739130434782608,0.8,0.8
loso_top5,oracle,ccdefault,mlp,ig,3,1.0,1.0,1.0
positional,real,ccdefault,mlp,ig,4,0.6861904761904761,0.8,0.8
positional,random,ccdefault,mlp,ig,4,0.21027616174674996,0.0,0.0
positional,permuted,ccdefault,mlp,ig,4,0.35536032594856126,0.2,0.2
positional,constant,ccdefault,mlp,ig,4,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,ig,4,1.0,1.0,1.0
random,real,ccdefault,mlp,ig,4,0.5442857142857143,0.4,0.4
random,random,ccdefault,mlp,ig,4,0.380537084398977,0.2,0.2
random,permuted,ccdefault,mlp,ig,4,0.6264425770308124,0.6,0.6
random,constant,ccdefault,mlp,ig,4,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,ig,4,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,ig,4,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,ig,4,0.16985906960331512,0.0,0.0
self_top5,permuted,ccdefault,mlp,ig,4,0.49884559884559876,0.4,0.4
self_top5,constant,ccdefault,mlp,ig,4,0.21739130434782608,0.8,0.8
self_top5,oracle,ccdefault,mlp,ig,4,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,ig,4,0.9428571428571428,0.8,0.8
loso_top5,random,ccdefault,mlp,ig,4,0.19717178956309392,0.0,0.0
loso_top5,permuted,ccdefault,mlp,ig,4,0.4315508021390374,0.4,0.4
loso_top5,constant,ccdefault,mlp,ig,4,0.21739130434782608,0.8,0.8
loso_top5,oracle,ccdefault,mlp,ig,4,1.0,1.0,1.0
positional,real,ccdefault,mlp,lime,0,0.2873015873015873,0.2,0.2
positional,random,ccdefault,mlp,lime,0,0.5138235294117648,0.4,0.4
positional,permuted,ccdefault,mlp,lime,0,0.37305764411027564,0.4,0.4
positional,constant,ccdefault,mlp,lime,0,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,lime,0,1.0,1.0,1.0
random,real,ccdefault,mlp,lime,0,0.2992997198879552,0.2,0.2
random,random,ccdefault,mlp,lime,0,0.5833333333333333,0.6,0.6
random,permuted,ccdefault,mlp,lime,0,0.3503668261562999,0.2,0.2
random,constant,ccdefault,mlp,lime,0,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,lime,0,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,lime,0,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,lime,0,0.20681159420289855,0.0,0.0
self_top5,permuted,ccdefault,mlp,lime,0,0.607936507936508,0.4,0.4
self_top5,constant,ccdefault,mlp,lime,0,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,mlp,lime,0,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,lime,0,0.911111111111111,0.8,0.8
loso_top5,random,ccdefault,mlp,lime,0,0.22347826086956524,0.2,0.2
loso_top5,permuted,ccdefault,mlp,lime,0,0.5326315789473683,0.4,0.4
loso_top5,constant,ccdefault,mlp,lime,0,0.21739130434782608,0.4,0.4
loso_top5,oracle,ccdefault,mlp,lime,0,1.0,1.0,1.0
positional,real,ccdefault,mlp,lime,1,0.3202777777777778,0.2,0.2
positional,random,ccdefault,mlp,lime,1,0.25613123718386877,0.2,0.2
positional,permuted,ccdefault,mlp,lime,1,0.32372549019607844,0.4,0.4
positional,constant,ccdefault,mlp,lime,1,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,lime,1,1.0,1.0,1.0
random,real,ccdefault,mlp,lime,1,0.24635706914344685,0.2,0.2
random,random,ccdefault,mlp,lime,1,0.1905901116427432,0.0,0.0
random,permuted,ccdefault,mlp,lime,1,0.6287878787878787,0.6,0.6
random,constant,ccdefault,mlp,lime,1,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,lime,1,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,lime,1,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,lime,1,0.3959477124183006,0.4,0.4
self_top5,permuted,ccdefault,mlp,lime,1,0.3137254901960784,0.2,0.2
self_top5,constant,ccdefault,mlp,lime,1,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,mlp,lime,1,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,lime,1,0.8761904761904762,0.6,0.6
loso_top5,random,ccdefault,mlp,lime,1,0.34555555555555556,0.4,0.4
loso_top5,permuted,ccdefault,mlp,lime,1,0.27981495628554454,0.2,0.2
loso_top5,constant,ccdefault,mlp,lime,1,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,mlp,lime,1,1.0,1.0,1.0
positional,real,ccdefault,mlp,lime,2,0.3559523809523809,0.2,0.2
positional,random,ccdefault,mlp,lime,2,0.29906204906204903,0.2,0.2
positional,permuted,ccdefault,mlp,lime,2,0.5552272727272727,0.6,0.6
positional,constant,ccdefault,mlp,lime,2,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,lime,2,1.0,1.0,1.0
random,real,ccdefault,mlp,lime,2,0.28083670715249665,0.2,0.2
random,random,ccdefault,mlp,lime,2,0.17437375426505863,0.0,0.0
random,permuted,ccdefault,mlp,lime,2,0.6110973084886129,0.6,0.6
random,constant,ccdefault,mlp,lime,2,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,lime,2,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,lime,2,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,lime,2,0.30895445134575567,0.2,0.2
self_top5,permuted,ccdefault,mlp,lime,2,0.3354978354978355,0.2,0.2
self_top5,constant,ccdefault,mlp,lime,2,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,mlp,lime,2,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,lime,2,0.8588235294117648,0.8,0.8
loso_top5,random,ccdefault,mlp,lime,2,0.25014492753623185,0.2,0.2
loso_top5,permuted,ccdefault,mlp,lime,2,0.3565367965367966,0.2,0.2
loso_top5,constant,ccdefault,mlp,lime,2,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,mlp,lime,2,1.0,1.0,1.0
positional,real,ccdefault,mlp,lime,3,0.3721212121212121,0.4,0.4
positional,random,ccdefault,mlp,lime,3,0.45380952380952383,0.4,0.4
positional,permuted,ccdefault,mlp,lime,3,0.3390659340659341,0.2,0.2
positional,constant,ccdefault,mlp,lime,3,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,lime,3,1.0,1.0,1.0
random,real,ccdefault,mlp,lime,3,0.30583333333333335,0.4,0.4
random,random,ccdefault,mlp,lime,3,0.5133333333333334,0.4,0.4
random,permuted,ccdefault,mlp,lime,3,0.3142857142857143,0.4,0.4
random,constant,ccdefault,mlp,lime,3,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,lime,3,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,lime,3,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,lime,3,0.4716666666666667,0.2,0.2
self_top5,permuted,ccdefault,mlp,lime,3,0.42428571428571427,0.2,0.2
self_top5,constant,ccdefault,mlp,lime,3,0.21739130434782608,0.4,0.4
self_top5,oracle,ccdefault,mlp,lime,3,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,lime,3,0.8076190476190477,0.8,0.8
loso_top5,random,ccdefault,mlp,lime,3,0.3383333333333333,0.2,0.2
loso_top5,permuted,ccdefault,mlp,lime,3,0.3970588235294118,0.2,0.2
loso_top5,constant,ccdefault,mlp,lime,3,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,mlp,lime,3,1.0,1.0,1.0
positional,real,ccdefault,mlp,lime,4,0.3133942272561199,0.4,0.4
positional,random,ccdefault,mlp,lime,4,0.5648841354723708,0.4,0.4
positional,permuted,ccdefault,mlp,lime,4,0.18219458560015836,0.0,0.0
positional,constant,ccdefault,mlp,lime,4,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,lime,4,1.0,1.0,1.0
random,real,ccdefault,mlp,lime,4,0.24888888888888888,0.2,0.2
random,random,ccdefault,mlp,lime,4,0.19244184630373887,0.0,0.0
random,permuted,ccdefault,mlp,lime,4,0.25735930735930734,0.0,0.0
random,constant,ccdefault,mlp,lime,4,0.21739130434782608,0.4,0.4
random,oracle,ccdefault,mlp,lime,4,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,lime,4,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,lime,4,0.44999999999999996,0.4,0.4
self_top5,permuted,ccdefault,mlp,lime,4,0.4446553446553446,0.2,0.2
self_top5,constant,ccdefault,mlp,lime,4,0.21739130434782608,0.4,0.4
self_top5,oracle,ccdefault,mlp,lime,4,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,lime,4,0.9428571428571428,0.8,0.8
loso_top5,random,ccdefault,mlp,lime,4,0.375,0.4,0.4
loso_top5,permuted,ccdefault,mlp,lime,4,0.41933066933066937,0.2,0.2
loso_top5,constant,ccdefault,mlp,lime,4,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,mlp,lime,4,1.0,1.0,1.0
positional,real,ccdefault,mlp,kshap,0,0.29518716577540105,0.2,0.2
positional,random,ccdefault,mlp,kshap,0,0.4701449275362319,0.4,0.4
positional,permuted,ccdefault,mlp,kshap,0,0.31285714285714283,0.4,0.4
positional,constant,ccdefault,mlp,kshap,0,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,kshap,0,1.0,1.0,1.0
random,real,ccdefault,mlp,kshap,0,0.2893466082085008,0.2,0.2
random,random,ccdefault,mlp,kshap,0,0.24180268154692708,0.2,0.2
random,permuted,ccdefault,mlp,kshap,0,0.45236714975845405,0.6,0.6
random,constant,ccdefault,mlp,kshap,0,0.21739130434782608,0.2,0.2
random,oracle,ccdefault,mlp,kshap,0,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,kshap,0,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,kshap,0,0.2468332596196373,0.2,0.2
self_top5,permuted,ccdefault,mlp,kshap,0,0.3648043032482392,0.2,0.2
self_top5,constant,ccdefault,mlp,kshap,0,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,mlp,kshap,0,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,kshap,0,0.8392857142857142,0.6,0.6
loso_top5,random,ccdefault,mlp,kshap,0,0.3225133689839572,0.4,0.4
loso_top5,permuted,ccdefault,mlp,kshap,0,0.21288511132904728,0.2,0.2
loso_top5,constant,ccdefault,mlp,kshap,0,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,mlp,kshap,0,1.0,1.0,1.0
positional,real,ccdefault,mlp,kshap,1,0.3275124875124875,0.2,0.2
positional,random,ccdefault,mlp,kshap,1,0.24886933242196396,0.2,0.2
positional,permuted,ccdefault,mlp,kshap,1,0.2787512487512488,0.4,0.4
positional,constant,ccdefault,mlp,kshap,1,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,kshap,1,1.0,1.0,1.0
random,real,ccdefault,mlp,kshap,1,0.37168338907469345,0.4,0.4
random,random,ccdefault,mlp,kshap,1,0.17432009167303286,0.0,0.0
random,permuted,ccdefault,mlp,kshap,1,0.22505494505494505,0.2,0.2
random,constant,ccdefault,mlp,kshap,1,0.21739130434782608,0.2,0.2
random,oracle,ccdefault,mlp,kshap,1,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,kshap,1,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,kshap,1,0.2533575972194898,0.2,0.2
self_top5,permuted,ccdefault,mlp,kshap,1,0.19764492753623186,0.2,0.2
self_top5,constant,ccdefault,mlp,kshap,1,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,mlp,kshap,1,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,kshap,1,0.9666666666666666,0.8,0.8
loso_top5,random,ccdefault,mlp,kshap,1,0.2500608939227865,0.2,0.2
loso_top5,permuted,ccdefault,mlp,kshap,1,0.2017857142857143,0.2,0.2
loso_top5,constant,ccdefault,mlp,kshap,1,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,mlp,kshap,1,1.0,1.0,1.0
positional,real,ccdefault,mlp,kshap,2,0.34095238095238095,0.2,0.2
positional,random,ccdefault,mlp,kshap,2,0.2482750582750583,0.2,0.2
positional,permuted,ccdefault,mlp,kshap,2,0.28210526315789475,0.4,0.4
positional,constant,ccdefault,mlp,kshap,2,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,kshap,2,1.0,1.0,1.0
random,real,ccdefault,mlp,kshap,2,0.3492640692640693,0.4,0.4
random,random,ccdefault,mlp,kshap,2,0.21772068511198944,0.0,0.0
random,permuted,ccdefault,mlp,kshap,2,0.4533333333333333,0.4,0.4
random,constant,ccdefault,mlp,kshap,2,0.21739130434782608,0.2,0.2
random,oracle,ccdefault,mlp,kshap,2,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,kshap,2,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,kshap,2,0.17793713532843966,0.0,0.0
self_top5,permuted,ccdefault,mlp,kshap,2,0.24010632642211588,0.2,0.2
self_top5,constant,ccdefault,mlp,kshap,2,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,mlp,kshap,2,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,kshap,2,0.9266666666666665,0.8,0.8
loso_top5,random,ccdefault,mlp,kshap,2,0.22469038208168643,0.0,0.0
loso_top5,permuted,ccdefault,mlp,kshap,2,0.37343965975544924,0.2,0.2
loso_top5,constant,ccdefault,mlp,kshap,2,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,mlp,kshap,2,1.0,1.0,1.0
positional,real,ccdefault,mlp,kshap,3,0.3788095238095238,0.2,0.2
positional,random,ccdefault,mlp,kshap,3,0.31591478696741854,0.2,0.2
positional,permuted,ccdefault,mlp,kshap,3,0.28275613275613276,0.2,0.2
positional,constant,ccdefault,mlp,kshap,3,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,kshap,3,1.0,1.0,1.0
random,real,ccdefault,mlp,kshap,3,0.3854545454545454,0.6,0.6
random,random,ccdefault,mlp,kshap,3,0.29793650793650794,0.2,0.2
random,permuted,ccdefault,mlp,kshap,3,0.19362863680941483,0.2,0.2
random,constant,ccdefault,mlp,kshap,3,0.21739130434782608,0.2,0.2
random,oracle,ccdefault,mlp,kshap,3,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,kshap,3,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,kshap,3,0.26790935672514615,0.2,0.2
self_top5,permuted,ccdefault,mlp,kshap,3,0.1772794304602085,0.2,0.2
self_top5,constant,ccdefault,mlp,kshap,3,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,mlp,kshap,3,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,kshap,3,1.0,1.0,1.0
loso_top5,random,ccdefault,mlp,kshap,3,0.26790935672514615,0.2,0.2
loso_top5,permuted,ccdefault,mlp,kshap,3,0.1772794304602085,0.2,0.2
loso_top5,constant,ccdefault,mlp,kshap,3,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,mlp,kshap,3,1.0,1.0,1.0
positional,real,ccdefault,mlp,kshap,4,0.3063270063270064,0.2,0.2
positional,random,ccdefault,mlp,kshap,4,0.3109523809523809,0.2,0.2
positional,permuted,ccdefault,mlp,kshap,4,0.24944907024594734,0.2,0.2
positional,constant,ccdefault,mlp,kshap,4,0.21739130434782608,1.0,1.0
positional,oracle,ccdefault,mlp,kshap,4,1.0,1.0,1.0
random,real,ccdefault,mlp,kshap,4,0.40287220026350457,0.6,0.6
random,random,ccdefault,mlp,kshap,4,0.16944907024594735,0.0,0.0
random,permuted,ccdefault,mlp,kshap,4,0.29000000000000004,0.2,0.2
random,constant,ccdefault,mlp,kshap,4,0.21739130434782608,0.2,0.2
random,oracle,ccdefault,mlp,kshap,4,1.0,1.0,1.0
self_top5,real,ccdefault,mlp,kshap,4,1.0,1.0,1.0
self_top5,random,ccdefault,mlp,kshap,4,0.17915495259888853,0.0,0.0
self_top5,permuted,ccdefault,mlp,kshap,4,0.18334670231729056,0.0,0.0
self_top5,constant,ccdefault,mlp,kshap,4,0.21739130434782608,0.2,0.2
self_top5,oracle,ccdefault,mlp,kshap,4,1.0,1.0,1.0
loso_top5,real,ccdefault,mlp,kshap,4,1.0,1.0,1.0
loso_top5,random,ccdefault,mlp,kshap,4,0.17915495259888853,0.0,0.0
loso_top5,permuted,ccdefault,mlp,kshap,4,0.18334670231729056,0.0,0.0
loso_top5,constant,ccdefault,mlp,kshap,4,0.21739130434782608,0.2,0.2
loso_top5,oracle,ccdefault,mlp,kshap,4,1.0,1.0,1.0
positional,real,electricity,logreg,linshap,0,0.7892857142857144,0.6,0.6
positional,random,electricity,logreg,linshap,0,0.7416666666666667,0.6,0.6
positional,permuted,electricity,logreg,linshap,0,0.5628571428571427,0.6,0.6
positional,constant,electricity,logreg,linshap,0,0.625,1.0,1.0
positional,oracle,electricity,logreg,linshap,0,1.0,1.0,1.0
random,real,electricity,logreg,linshap,0,0.5726190476190476,0.4,0.4
random,random,electricity,logreg,linshap,0,0.8766666666666667,0.8,0.8
random,permuted,electricity,logreg,linshap,0,0.5192857142857142,0.4,0.4
random,constant,electricity,logreg,linshap,0,0.625,0.6,0.6
random,oracle,electricity,logreg,linshap,0,1.0,1.0,1.0
self_top5,real,electricity,logreg,linshap,0,1.0,1.0,1.0
self_top5,random,electricity,logreg,linshap,0,0.8392857142857143,0.6,0.6
self_top5,permuted,electricity,logreg,linshap,0,0.7226190476190476,0.6,0.6
self_top5,constant,electricity,logreg,linshap,0,0.625,0.6,0.6
self_top5,oracle,electricity,logreg,linshap,0,1.0,1.0,1.0
loso_top5,real,electricity,logreg,linshap,0,1.0,1.0,1.0
loso_top5,random,electricity,logreg,linshap,0,0.8392857142857143,0.6,0.6
loso_top5,permuted,electricity,logreg,linshap,0,0.7226190476190476,0.6,0.6
loso_top5,constant,electricity,logreg,linshap,0,0.625,0.6,0.6
loso_top5,oracle,electricity,logreg,linshap,0,1.0,1.0,1.0
positional,real,electricity,logreg,linshap,1,0.7892857142857144,0.6,0.6
positional,random,electricity,logreg,linshap,1,1.0,1.0,1.0
positional,permuted,electricity,logreg,linshap,1,0.6416666666666666,0.6,0.6
positional,constant,electricity,logreg,linshap,1,0.625,1.0,1.0
positional,oracle,electricity,logreg,linshap,1,1.0,1.0,1.0
random,real,electricity,logreg,linshap,1,0.5726190476190476,0.4,0.4
random,random,electricity,logreg,linshap,1,0.7416666666666667,0.6,0.6
random,permuted,electricity,logreg,linshap,1,0.5628571428571427,0.6,0.6
random,constant,electricity,logreg,linshap,1,0.625,0.6,0.6
random,oracle,electricity,logreg,linshap,1,1.0,1.0,1.0
self_top5,real,electricity,logreg,linshap,1,1.0,1.0,1.0
self_top5,random,electricity,logreg,linshap,1,0.7592857142857143,0.6,0.6
self_top5,permuted,electricity,logreg,linshap,1,0.7392857142857143,0.4,0.4
self_top5,constant,electricity,logreg,linshap,1,0.625,0.6,0.6
self_top5,oracle,electricity,logreg,linshap,1,1.0,1.0,1.0
loso_top5,real,electricity,logreg,linshap,1,1.0,1.0,1.0
loso_top5,random,electricity,logreg,linshap,1,0.7592857142857143,0.6,0.6
loso_top5,permuted,electricity,logreg,linshap,1,0.7392857142857143,0.4,0.4
loso_top5,constant,electricity,logreg,linshap,1,0.625,0.6,0.6
loso_top5,oracle,electricity,logreg,linshap,1,1.0,1.0,1.0
positional,real,electricity,logreg,linshap,2,0.7892857142857144,0.6,0.6
