ds,model,method,inst,conf,instab_seed,top5_seed
adult,mlp,kshap,97,0.9985580531591068,0.008971055298991337,1.0
adult,mlp,kshap,98,0.6094637470896855,0.12995032244128368,0.8400000000000001
adult,mlp,kshap,99,0.9493342912445932,0.012421924061956857,0.9199999999999999
credit_g,logreg,linshap,0,0.5430095661728701,0.0,1.0
credit_g,logreg,linshap,1,0.5617294904145749,2.220446049250313e-16,1.0
credit_g,logreg,linshap,2,0.9484179473309886,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,3,0.7635444374069895,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,4,0.5704494911280966,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,5,0.9018169445069798,0.0,1.0
credit_g,logreg,linshap,6,0.585071575741214,0.0,1.0
credit_g,logreg,linshap,7,0.5626951100703235,0.0,1.0
credit_g,logreg,linshap,8,0.7358019437205605,0.0,1.0
credit_g,logreg,linshap,9,0.5155011390050706,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,10,0.6563038169197922,0.0,1.0
credit_g,logreg,linshap,11,0.9328290152448137,0.0,1.0
credit_g,logreg,linshap,12,0.9826303266893811,0.0,1.0
credit_g,logreg,linshap,13,0.9555856994107883,0.0,1.0
credit_g,logreg,linshap,14,0.9624832087810627,2.220446049250313e-16,1.0
credit_g,logreg,linshap,15,0.8687385821486664,0.0,1.0
credit_g,logreg,linshap,16,0.6705326606345612,2.220446049250313e-16,1.0
credit_g,logreg,linshap,17,0.9084341222812826,0.0,1.0
credit_g,logreg,linshap,18,0.906709452034135,2.220446049250313e-16,1.0
credit_g,logreg,linshap,19,0.9095907639777397,0.0,1.0
credit_g,logreg,linshap,20,0.6113914569497325,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,21,0.822867600424592,2.220446049250313e-16,1.0
credit_g,logreg,linshap,22,0.9474128993265527,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,23,0.8169598702920602,0.0,1.0
credit_g,logreg,linshap,24,0.5035768393159965,0.0,1.0
credit_g,logreg,linshap,25,0.5224116205234509,0.0,1.0
credit_g,logreg,linshap,26,0.9276041554759742,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,27,0.5327578690349601,0.0,1.0
credit_g,logreg,linshap,28,0.8638467921728765,2.220446049250313e-16,1.0
credit_g,logreg,linshap,29,0.6777494897935346,0.0,1.0
credit_g,logreg,linshap,30,0.6796570935959779,2.220446049250313e-16,1.0
credit_g,logreg,linshap,31,0.6373400065447111,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,32,0.822824616643851,0.0,1.0
credit_g,logreg,linshap,33,0.6739370840525635,0.0,1.0
credit_g,logreg,linshap,34,0.9710047697421841,0.0,1.0
credit_g,logreg,linshap,35,0.9587448844284381,2.220446049250313e-16,1.0
credit_g,logreg,linshap,36,0.798781688054693,0.0,1.0
credit_g,logreg,linshap,37,0.6554356471743501,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,38,0.8513530379581112,0.0,1.0
credit_g,logreg,linshap,39,0.6151502570370648,0.0,1.0
credit_g,logreg,linshap,40,0.9128362560435038,0.0,1.0
credit_g,logreg,linshap,41,0.5403066748845387,0.0,1.0
credit_g,logreg,linshap,42,0.7382441379803971,2.220446049250313e-16,1.0
credit_g,logreg,linshap,43,0.7812521731648109,0.0,1.0
credit_g,logreg,linshap,44,0.8342618590071871,0.0,1.0
credit_g,logreg,linshap,45,0.7823827996263827,0.0,1.0
credit_g,logreg,linshap,46,0.7517727053394081,0.0,1.0
credit_g,logreg,linshap,47,0.5800074451466888,0.0,1.0
credit_g,logreg,linshap,48,0.7256973655680548,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,49,0.9354933405352753,0.0,1.0
credit_g,logreg,linshap,50,0.879117970924493,2.220446049250313e-16,1.0
credit_g,logreg,linshap,51,0.9905441015327197,0.0,1.0
credit_g,logreg,linshap,52,0.9303466989197038,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,53,0.8830866890666866,2.220446049250313e-16,1.0
credit_g,logreg,linshap,54,0.5930500833536244,0.0,1.0
credit_g,logreg,linshap,55,0.9114356033173625,2.220446049250313e-16,1.0
credit_g,logreg,linshap,56,0.9464848152651267,2.220446049250313e-16,1.0
credit_g,logreg,linshap,57,0.6956374761102787,2.220446049250313e-16,1.0
credit_g,logreg,linshap,58,0.6510154165193162,2.220446049250313e-16,1.0
credit_g,logreg,linshap,59,0.915365339760176,2.220446049250313e-16,1.0
credit_g,logreg,linshap,60,0.8801801091708409,0.0,1.0
credit_g,logreg,linshap,61,0.9340341740880496,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,62,0.8435573272577483,2.220446049250313e-16,1.0
credit_g,logreg,linshap,63,0.5786027090931035,0.0,1.0
credit_g,logreg,linshap,64,0.8664006143452548,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,65,0.8850631471921412,0.0,1.0
credit_g,logreg,linshap,66,0.6065318815898602,0.0,1.0
credit_g,logreg,linshap,67,0.6621525135076037,0.0,1.0
credit_g,logreg,linshap,68,0.6811492920171647,0.0,1.0
credit_g,logreg,linshap,69,0.9412837747402045,0.0,1.0
credit_g,logreg,linshap,70,0.7117849439572069,0.0,1.0
credit_g,logreg,linshap,71,0.7094267420720164,0.0,1.0
credit_g,logreg,linshap,72,0.9705688411876128,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,73,0.9549023418414958,2.220446049250313e-16,1.0
credit_g,logreg,linshap,74,0.8537195701216378,2.220446049250313e-16,1.0
credit_g,logreg,linshap,75,0.9134644336517723,2.220446049250313e-16,1.0
credit_g,logreg,linshap,76,0.988575956444594,0.0,1.0
credit_g,logreg,linshap,77,0.8959153608673367,0.0,1.0
credit_g,logreg,linshap,78,0.865857529554898,0.0,1.0
credit_g,logreg,linshap,79,0.8631107268178766,2.220446049250313e-16,1.0
credit_g,logreg,linshap,80,0.7818333101701637,0.0,1.0
credit_g,logreg,linshap,81,0.9832940830681768,0.0,1.0
credit_g,logreg,linshap,82,0.8414913555312324,0.0,1.0
credit_g,logreg,linshap,83,0.7781319643632765,0.0,1.0
credit_g,logreg,linshap,84,0.9057278750519668,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,85,0.9105533259640047,0.0,1.0
credit_g,logreg,linshap,86,0.6142637511744116,2.220446049250313e-16,1.0
credit_g,logreg,linshap,87,0.7715678535149176,0.0,1.0
credit_g,logreg,linshap,88,0.8392328943311214,0.0,1.0
credit_g,logreg,linshap,89,0.682421130502849,2.220446049250313e-16,1.0
credit_g,logreg,linshap,90,0.8238625327721254,2.220446049250313e-16,1.0
credit_g,logreg,linshap,91,0.688710022431151,0.0,1.0
credit_g,logreg,linshap,92,0.7608952875675672,2.220446049250313e-16,1.0
credit_g,logreg,linshap,93,0.5653789511289711,0.0,1.0
credit_g,logreg,linshap,94,0.8521616070098412,2.220446049250313e-16,1.0
credit_g,logreg,linshap,95,0.7544301165062787,0.0,1.0
credit_g,logreg,linshap,96,0.76189378935783,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,97,0.6409610488093638,0.0,1.0
credit_g,logreg,linshap,98,0.841558639631408,0.0,1.0
credit_g,logreg,linshap,99,0.5385441999440417,0.0,1.0
credit_g,logreg,linshap,100,0.551826382581025,2.220446049250313e-16,1.0
credit_g,logreg,linshap,101,0.7009167858985674,0.0,1.0
credit_g,logreg,linshap,102,0.938438569509551,0.0,1.0
credit_g,logreg,linshap,103,0.9425658638973499,0.0,1.0
credit_g,logreg,linshap,104,0.7012044010896413,2.220446049250313e-16,1.0
credit_g,logreg,linshap,105,0.9753425761689316,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,106,0.8310102537488169,0.0,1.0
credit_g,logreg,linshap,107,0.6901979181317941,2.220446049250313e-16,1.0
credit_g,logreg,linshap,108,0.7143505435501049,0.0,1.0
credit_g,logreg,linshap,109,0.7023155759178663,0.0,1.0
credit_g,logreg,linshap,110,0.8918075456895742,0.0,1.0
credit_g,logreg,linshap,111,0.7932638712742869,0.0,1.0
credit_g,logreg,linshap,112,0.8785235868961656,0.0,1.0
credit_g,logreg,linshap,113,0.9478584597933184,0.0,1.0
credit_g,logreg,linshap,114,0.9832299023025743,2.220446049250313e-16,1.0
credit_g,logreg,linshap,115,0.7909806526927015,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,116,0.5740036877572816,0.0,1.0
credit_g,logreg,linshap,117,0.6077762065291583,2.220446049250313e-16,1.0
credit_g,logreg,linshap,118,0.9044434381807396,2.220446049250313e-16,1.0
credit_g,logreg,linshap,119,0.8262134805734209,0.0,1.0
credit_g,logreg,linshap,120,0.569142835679852,2.220446049250313e-16,1.0
credit_g,logreg,linshap,121,0.5991257262724448,0.0,1.0
credit_g,logreg,linshap,122,0.6107999772060961,0.0,1.0
credit_g,logreg,linshap,123,0.7645871335793051,2.220446049250313e-16,1.0
credit_g,logreg,linshap,124,0.9506508583853115,2.220446049250313e-16,1.0
credit_g,logreg,linshap,125,0.8039771165205671,2.220446049250313e-16,1.0
credit_g,logreg,linshap,126,0.9467039353145571,0.0,1.0
credit_g,logreg,linshap,127,0.9538224256771481,0.0,1.0
credit_g,logreg,linshap,128,0.6942511754235096,0.0,1.0
credit_g,logreg,linshap,129,0.6471261641186101,0.0,1.0
credit_g,logreg,linshap,130,0.5256404182652903,0.0,1.0
credit_g,logreg,linshap,131,0.690888843392628,2.220446049250313e-16,1.0
credit_g,logreg,linshap,132,0.7564803107458854,0.0,1.0
credit_g,logreg,linshap,133,0.9217480474358453,0.0,1.0
credit_g,logreg,linshap,134,0.9171016976240762,2.220446049250313e-16,1.0
credit_g,logreg,linshap,135,0.9455953092812589,0.0,1.0
credit_g,logreg,linshap,136,0.5850464905675858,0.0,1.0
credit_g,logreg,linshap,137,0.8809068033466229,2.220446049250313e-16,1.0
credit_g,logreg,linshap,138,0.7039990401801568,0.0,1.0
credit_g,logreg,linshap,139,0.7051880210845315,0.0,1.0
credit_g,logreg,linshap,140,0.6798325592933249,0.0,1.0
credit_g,logreg,linshap,141,0.7448098201318947,0.0,1.0
credit_g,logreg,linshap,142,0.6552738433287004,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,143,0.8612935733378105,0.0,1.0
credit_g,logreg,linshap,144,0.9386278868475826,2.220446049250313e-16,1.0
credit_g,logreg,linshap,145,0.6375746204732079,2.220446049250313e-16,1.0
credit_g,logreg,linshap,146,0.9494413025222773,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,147,0.5260225086113541,0.0,1.0
credit_g,logreg,linshap,148,0.519132048114355,2.220446049250313e-16,1.0
credit_g,logreg,linshap,149,0.7199747221204983,0.0,1.0
credit_g,logreg,linshap,150,0.7097681272202743,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,151,0.7792284745068147,0.0,1.0
credit_g,logreg,linshap,152,0.8433928666602275,0.0,1.0
credit_g,logreg,linshap,153,0.7795305944596314,0.0,1.0
credit_g,logreg,linshap,154,0.5558025133038915,0.0,1.0
credit_g,logreg,linshap,155,0.5972373777486619,0.0,1.0
credit_g,logreg,linshap,156,0.9594017912752705,0.0,1.0
credit_g,logreg,linshap,157,0.5348600911460212,2.220446049250313e-16,1.0
credit_g,logreg,linshap,158,0.5037872915446207,0.0,1.0
credit_g,logreg,linshap,159,0.9174159938259268,0.0,1.0
credit_g,logreg,linshap,160,0.8330033160307554,0.0,1.0
credit_g,logreg,linshap,161,0.8923465067376289,0.0,1.0
credit_g,logreg,linshap,162,0.885127381245763,0.0,1.0
credit_g,logreg,linshap,163,0.5731700682449291,0.0,1.0
credit_g,logreg,linshap,164,0.9656407837430031,2.220446049250313e-16,1.0
credit_g,logreg,linshap,165,0.6972584464667171,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,166,0.573918960582539,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,167,0.8903796808011984,0.0,1.0
credit_g,logreg,linshap,168,0.9402150878600569,0.0,1.0
credit_g,logreg,linshap,169,0.9064491831808809,0.0,1.0
credit_g,logreg,linshap,170,0.8503345844115767,0.0,1.0
credit_g,logreg,linshap,171,0.5747521180536259,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,172,0.6410805606990001,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,173,0.7220836254851427,2.220446049250313e-16,1.0
credit_g,logreg,linshap,174,0.5144250241079645,2.220446049250313e-16,1.0
credit_g,logreg,linshap,175,0.5018887629880664,0.0,1.0
credit_g,logreg,linshap,176,0.5091574026657939,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,177,0.9218757841035977,0.0,1.0
credit_g,logreg,linshap,178,0.6280818932985351,0.0,1.0
credit_g,logreg,linshap,179,0.7099606432581977,0.0,1.0
credit_g,logreg,linshap,180,0.9266468606732332,2.220446049250313e-16,1.0
credit_g,logreg,linshap,181,0.8560922791561898,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,182,0.9496318541617628,0.0,1.0
credit_g,logreg,linshap,183,0.6024260720344674,2.220446049250313e-16,1.0
credit_g,logreg,linshap,184,0.6057867599539425,0.0,1.0
credit_g,logreg,linshap,185,0.5563427388926764,2.220446049250313e-16,1.0
credit_g,logreg,linshap,186,0.8751014860165787,0.0,1.0
credit_g,logreg,linshap,187,0.5114188288154596,0.0,1.0
credit_g,logreg,linshap,188,0.9227968824666333,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,189,0.6864668817621574,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,190,0.9640586958215028,2.220446049250313e-16,1.0
credit_g,logreg,linshap,191,0.5717566589888422,2.220446049250313e-16,1.0
credit_g,logreg,linshap,192,0.854619439827113,0.0,1.0
credit_g,logreg,linshap,193,0.7179296960552228,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,194,0.5538244988461991,0.0,1.0
credit_g,logreg,linshap,195,0.6199981774741736,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,196,0.5813390817065814,0.0,1.0
credit_g,logreg,linshap,197,0.6386027415847354,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,198,0.8824696482413577,0.0,1.0
credit_g,logreg,linshap,199,0.8452640976042914,2.220446049250313e-16,1.0
credit_g,logreg,linshap,200,0.6126053758586305,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,201,0.9662075477271517,0.0,1.0
credit_g,logreg,linshap,202,0.7933041441414158,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,203,0.6740040856011231,0.0,1.0
credit_g,logreg,linshap,204,0.5022669777780294,0.0,1.0
credit_g,logreg,linshap,205,0.8326696019768536,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,206,0.5343816290024758,0.0,1.0
credit_g,logreg,linshap,207,0.9187040898193052,2.220446049250313e-16,1.0
credit_g,logreg,linshap,208,0.9551611915002084,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,209,0.6256037709289939,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,210,0.8122418006931269,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,211,0.930598063979789,0.0,1.0
credit_g,logreg,linshap,212,0.5355668830823112,0.0,1.0
credit_g,logreg,linshap,213,0.9373354010855566,0.0,1.0
credit_g,logreg,linshap,214,0.5587902889961375,0.0,1.0
credit_g,logreg,linshap,215,0.7879929795530565,0.0,1.0
credit_g,logreg,linshap,216,0.7156426859652503,2.220446049250313e-16,1.0
credit_g,logreg,linshap,217,0.8286586551623529,0.0,1.0
credit_g,logreg,linshap,218,0.7492486339944918,0.0,1.0
credit_g,logreg,linshap,219,0.6357597539544227,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,220,0.9084531587449559,0.0,1.0
credit_g,logreg,linshap,221,0.8505747414845362,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,222,0.6796809423692393,2.220446049250313e-16,1.0
credit_g,logreg,linshap,223,0.5003787550629331,0.0,1.0
credit_g,logreg,linshap,224,0.9822637605779594,0.0,1.0
credit_g,logreg,linshap,225,0.8005899768569712,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,226,0.8672035685434414,2.220446049250313e-16,1.0
credit_g,logreg,linshap,227,0.7613328990156143,2.220446049250313e-16,1.0
credit_g,logreg,linshap,228,0.899182636281519,0.0,1.0
credit_g,logreg,linshap,229,0.6732665506263155,2.220446049250313e-16,1.0
credit_g,logreg,linshap,230,0.7763150381708265,0.0,1.0
credit_g,logreg,linshap,231,0.5009784986568729,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,232,0.5554916396493793,0.0,1.0
credit_g,logreg,linshap,233,0.5489306526392013,0.0,1.0
credit_g,logreg,linshap,234,0.8793391925716685,0.0,1.0
credit_g,logreg,linshap,235,0.7648833025254903,0.0,1.0
credit_g,logreg,linshap,236,0.9253353042828231,2.220446049250313e-16,1.0
credit_g,logreg,linshap,237,0.7912871106244397,2.220446049250313e-16,1.0
credit_g,logreg,linshap,238,0.6857962115066139,0.0,1.0
credit_g,logreg,linshap,239,0.859501590258786,0.0,1.0
credit_g,logreg,linshap,240,0.6267686213905007,0.0,1.0
credit_g,logreg,linshap,241,0.5716814537174254,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,242,0.5943256304564418,0.0,1.0
credit_g,logreg,linshap,243,0.7723636471322273,0.0,1.0
credit_g,logreg,linshap,244,0.8124098589904569,0.0,1.0
credit_g,logreg,linshap,245,0.7433464948629152,0.0,1.0
credit_g,logreg,linshap,246,0.7669371787878269,0.0,1.0
credit_g,logreg,linshap,247,0.6716673409617174,0.0,1.0
credit_g,logreg,linshap,248,0.9742795943438944,2.220446049250313e-16,1.0
credit_g,logreg,linshap,249,0.975592322017963,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,250,0.9408832059923492,0.0,1.0
credit_g,logreg,linshap,251,0.5850820541414459,2.220446049250313e-16,1.0
credit_g,logreg,linshap,252,0.7084857350456573,0.0,1.0
credit_g,logreg,linshap,253,0.7612654797032518,0.0,1.0
credit_g,logreg,linshap,254,0.9349879965989686,0.0,1.0
credit_g,logreg,linshap,255,0.5081462151249332,2.220446049250313e-16,1.0
credit_g,logreg,linshap,256,0.8075688709124534,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,257,0.9424036361965967,2.220446049250313e-16,1.0
credit_g,logreg,linshap,258,0.5295457087660286,0.0,1.0
credit_g,logreg,linshap,259,0.8953102638088095,2.220446049250313e-16,1.0
credit_g,logreg,linshap,260,0.930513100021493,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,261,0.6037889800677433,2.220446049250313e-16,1.0
credit_g,logreg,linshap,262,0.7421186487757617,2.220446049250313e-16,1.0
credit_g,logreg,linshap,263,0.9772976974024218,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,264,0.6466787773845467,0.0,1.0
credit_g,logreg,linshap,265,0.907412124743991,2.220446049250313e-16,1.0
credit_g,logreg,linshap,266,0.6981941922319462,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,267,0.6665663661899311,0.0,1.0
credit_g,logreg,linshap,268,0.7303534637911062,0.0,1.0
credit_g,logreg,linshap,269,0.5275310918997236,0.0,1.0
credit_g,logreg,linshap,270,0.7969808361262326,0.0,1.0
credit_g,logreg,linshap,271,0.9654662267012556,0.0,1.0
credit_g,logreg,linshap,272,0.9748379783984629,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,273,0.638924684574507,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,274,0.6045353241598235,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,275,0.9001480434402727,0.0,1.0
credit_g,logreg,linshap,276,0.9075556188774755,0.0,1.0
credit_g,logreg,linshap,277,0.8857145273562793,2.220446049250313e-16,1.0
credit_g,logreg,linshap,278,0.8353086911271836,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,279,0.6293620205979316,0.0,1.0
credit_g,logreg,linshap,280,0.7716046163104322,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,281,0.7967982199942543,2.220446049250313e-16,1.0
credit_g,logreg,linshap,282,0.5219234627488336,0.0,1.0
credit_g,logreg,linshap,283,0.7640956895083755,0.0,1.0
credit_g,logreg,linshap,284,0.8957224788907203,2.220446049250313e-16,1.0
credit_g,logreg,linshap,285,0.8563747217891237,0.0,1.0
credit_g,logreg,linshap,286,0.5615598103001735,2.220446049250313e-16,1.0
credit_g,logreg,linshap,287,0.9415405580503184,2.220446049250313e-16,1.0
credit_g,logreg,linshap,288,0.7859662141845002,2.220446049250313e-16,1.0
credit_g,logreg,linshap,289,0.7935841431896017,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,290,0.5225621577885187,0.0,1.0
credit_g,logreg,linshap,291,0.7452923833232041,0.0,1.0
credit_g,logreg,linshap,292,0.6438107291787012,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,293,0.8226586129376698,-2.220446049250313e-16,1.0
credit_g,logreg,linshap,294,0.76348252558529,2.220446049250313e-16,1.0
credit_g,logreg,linshap,295,0.7339334567374113,0.0,1.0
credit_g,logreg,linshap,296,0.575831677641485,0.0,1.0
credit_g,logreg,linshap,297,0.6122426493807033,2.220446049250313e-16,1.0
credit_g,logreg,linshap,298,0.7105287509760647,0.0,1.0
credit_g,logreg,linshap,299,0.6399877879352753,0.0,1.0
credit_g,logreg,lime,0,0.5430095661728701,0.08178449312056224,0.7799999999999999
credit_g,logreg,lime,1,0.5617294904145749,0.019642450300706216,0.8400000000000001
credit_g,logreg,lime,2,0.9484179473309886,0.02487706693525915,0.86
credit_g,logreg,lime,3,0.7635444374069895,0.02782200252699707,0.9199999999999999
credit_g,logreg,lime,4,0.5704494911280966,0.0314838119837455,0.9200000000000002
credit_g,logreg,lime,5,0.9018169445069798,0.03314542031313705,0.7999999999999999
credit_g,logreg,lime,6,0.585071575741214,0.029290674923571514,0.8399999999999999
credit_g,logreg,lime,7,0.5626951100703235,0.025326653661209897,0.8799999999999999
credit_g,logreg,lime,8,0.7358019437205605,0.04330561862911464,0.7799999999999999
credit_g,logreg,lime,9,0.5155011390050706,0.04652520421285833,0.8400000000000001
credit_g,logreg,lime,10,0.6563038169197922,0.022961339520782387,0.8399999999999999
credit_g,logreg,lime,11,0.9328290152448137,0.01275762272282388,0.8399999999999999
credit_g,logreg,lime,12,0.9826303266893811,0.011851631555407471,0.9199999999999999
credit_g,logreg,lime,13,0.9555856994107883,0.024199903497183484,1.0
credit_g,logreg,lime,14,0.9624832087810627,0.027634411585020002,0.82
credit_g,logreg,lime,15,0.8687385821486664,0.018896424082819996,0.82
credit_g,logreg,lime,16,0.6705326606345612,0.052811729511608396,0.9199999999999999
credit_g,logreg,lime,17,0.9084341222812826,0.01943299005198873,1.0
credit_g,logreg,lime,18,0.906709452034135,0.05885401812424007,0.7599999999999999
credit_g,logreg,lime,19,0.9095907639777397,0.032651262685777005,0.8400000000000001
credit_g,logreg,lime,20,0.6113914569497325,0.03862760693154654,0.82
credit_g,logreg,lime,21,0.822867600424592,0.013824797047419457,0.8400000000000001
credit_g,logreg,lime,22,0.9474128993265527,0.01857988218714013,1.0
credit_g,logreg,lime,23,0.8169598702920602,0.03210764250283282,0.9199999999999999
credit_g,logreg,lime,24,0.5035768393159965,0.028877043586348683,0.8799999999999999
credit_g,logreg,lime,25,0.5224116205234509,0.039422041604802116,0.86
credit_g,logreg,lime,26,0.9276041554759742,0.033733006513858355,1.0
credit_g,logreg,lime,27,0.5327578690349601,0.024767160878434447,0.86
credit_g,logreg,lime,28,0.8638467921728765,0.037050281112932515,0.8400000000000001
credit_g,logreg,lime,29,0.6777494897935346,0.055882617255656575,0.8400000000000001
credit_g,logreg,lime,30,0.6796570935959779,0.13264279263867673,0.82
credit_g,logreg,lime,31,0.6373400065447111,0.01085447699697828,0.8400000000000001
credit_g,logreg,lime,32,0.822824616643851,0.034019659869572116,0.9199999999999999
credit_g,logreg,lime,33,0.6739370840525635,0.03022659772392733,0.9199999999999999
credit_g,logreg,lime,34,0.9710047697421841,0.027168020441918905,0.86
credit_g,logreg,lime,35,0.9587448844284381,0.026793010608153645,0.86
credit_g,logreg,lime,36,0.798781688054693,0.04329389581415444,0.8
credit_g,logreg,lime,37,0.6554356471743501,0.028228590492921368,0.9199999999999999
credit_g,logreg,lime,38,0.8513530379581112,0.0800010431999556,0.7599999999999999
credit_g,logreg,lime,39,0.6151502570370648,0.06913238489468632,0.86
credit_g,logreg,lime,40,0.9128362560435038,0.06488735083667552,0.86
credit_g,logreg,lime,41,0.5403066748845387,0.036287602006442654,1.0
credit_g,logreg,lime,42,0.7382441379803971,0.041200122683978435,0.86
credit_g,logreg,lime,43,0.7812521731648109,0.013693393776695095,0.9199999999999999
credit_g,logreg,lime,44,0.8342618590071871,0.044687531932602,0.7999999999999999
credit_g,logreg,lime,45,0.7823827996263827,0.012121161490746601,1.0
credit_g,logreg,lime,46,0.7517727053394081,0.011078023980609863,0.9200000000000002
credit_g,logreg,lime,47,0.5800074451466888,0.015156356159530482,1.0
credit_g,logreg,lime,48,0.7256973655680548,0.05290383294253753,0.9199999999999999
credit_g,logreg,lime,49,0.9354933405352753,0.03234829258199723,0.86
credit_g,logreg,lime,50,0.879117970924493,0.06533122426761773,0.7199999999999999
credit_g,logreg,lime,51,0.9905441015327197,0.013121511014420273,0.7999999999999999
credit_g,logreg,lime,52,0.9303466989197038,0.030418534001079855,0.86
credit_g,logreg,lime,53,0.8830866890666866,0.06296775464682036,0.7999999999999999
credit_g,logreg,lime,54,0.5930500833536244,0.05335323947428472,0.8799999999999999
credit_g,logreg,lime,55,0.9114356033173625,0.03287546858580492,0.8800000000000001
credit_g,logreg,lime,56,0.9464848152651267,0.01653791827212836,0.8400000000000001
credit_g,logreg,lime,57,0.6956374761102787,0.012019426202921069,0.8799999999999999
credit_g,logreg,lime,58,0.6510154165193162,0.0714760939863035,0.7999999999999999
credit_g,logreg,lime,59,0.915365339760176,0.04660461985422626,0.76
credit_g,logreg,lime,60,0.8801801091708409,0.051146868776402066,0.82
credit_g,logreg,lime,61,0.9340341740880496,0.020859306474504402,0.86
credit_g,logreg,lime,62,0.8435573272577483,0.013690290577907938,0.8400000000000001
credit_g,logreg,lime,63,0.5786027090931035,0.05258926001887809,0.8400000000000001
credit_g,logreg,lime,64,0.8664006143452548,0.022814485324962774,0.82
credit_g,logreg,lime,65,0.8850631471921412,0.05850680336837066,0.8800000000000001
credit_g,logreg,lime,66,0.6065318815898602,0.04793732436404774,0.86
credit_g,logreg,lime,67,0.6621525135076037,0.044136554993992605,0.9199999999999999
credit_g,logreg,lime,68,0.6811492920171647,0.03237793364168806,0.9199999999999999
credit_g,logreg,lime,69,0.9412837747402045,0.05032437890181851,0.9199999999999999
credit_g,logreg,lime,70,0.7117849439572069,0.02725901870433023,0.76
credit_g,logreg,lime,71,0.7094267420720164,0.014848997515269913,0.9199999999999999
credit_g,logreg,lime,72,0.9705688411876128,0.019220787399614636,0.8799999999999999
credit_g,logreg,lime,73,0.9549023418414958,0.028461681215018353,0.9199999999999999
credit_g,logreg,lime,74,0.8537195701216378,0.014491954071394142,0.8400000000000001
credit_g,logreg,lime,75,0.9134644336517723,0.04751651491330122,0.8399999999999999
credit_g,logreg,lime,76,0.988575956444594,0.03151767923674009,0.9200000000000002
credit_g,logreg,lime,77,0.8959153608673367,0.011837797311878062,0.9199999999999999
credit_g,logreg,lime,78,0.865857529554898,0.028708577540393798,0.9199999999999999
credit_g,logreg,lime,79,0.8631107268178766,0.08519403442936768,0.7799999999999999
credit_g,logreg,lime,80,0.7818333101701637,0.05635391705323456,0.7799999999999999
credit_g,logreg,lime,81,0.9832940830681768,0.023297050331331115,0.8400000000000001
credit_g,logreg,lime,82,0.8414913555312324,0.02638181301260012,1.0
credit_g,logreg,lime,83,0.7781319643632765,0.06046692295145761,0.8400000000000001
